dataset,signature_id,T_total,T_train,T_val,T_test,n_params,trans_train_time_s,trans_train_mem_KB,trans_n_epochs,trans_infer_time_s,trans_infer_time_ms_per_step,trans_infer_mem_KB,arima_fit_time_s,arima_fit_mem_KB,arima_infer_time_s,arima_infer_time_ms_per_step,arima_infer_mem_KB,sma_infer_time_s,sma_infer_time_ms_per_step,sma_infer_mem_KB,ewma_infer_time_s,ewma_infer_time_ms_per_step,ewma_infer_mem_KB,last_infer_time_s,last_infer_time_ms_per_step,last_infer_mem_KB
mozilla-beta,3892103,1199,719,240,240,8641,0.7815,8.0,20,0.162444,0.6769,0.0,0.1531,0.0,1.1988,4.995,0.0,0.011777,0.0491,0.0,0.007875,0.0328,0.0,0.007894,0.0329,0.0
mozilla-beta,3892105,1199,719,240,240,8641,0.7842,0.0,20,0.163565,0.6815,0.0,0.0884,0.0,1.1003,4.585,0.0,0.011542,0.0481,0.0,0.007983,0.0333,0.0,0.007958,0.0332,0.0
mozilla-beta,3892109,1199,719,240,240,8641,0.7552,0.0,20,0.188757,0.7865,0.0,0.0904,0.0,1.1869,4.945,0.0,0.013243,0.0552,0.0,0.008258,0.0344,0.0,0.008506,0.0354,0.0
mozilla-beta,3892494,1199,719,240,240,8641,0.7904,0.0,20,0.176849,0.7369,0.0,0.1146,0.0,1.1924,4.968,0.0,0.01192,0.0497,0.0,0.008294,0.0346,0.0,0.00836,0.0348,0.0
mozilla-beta,3892495,1199,719,240,240,8641,0.7604,0.0,20,0.209023,0.8709,0.0,0.1896,0.0,1.1041,4.601,0.0,0.011688,0.0487,0.0,0.007593,0.0316,0.0,0.007637,0.0318,0.0
mozilla-beta,3892496,1199,719,240,240,8641,0.737,0.0,20,0.182623,0.7609,0.0,0.141,0.0,1.1147,4.644,0.0,0.011892,0.0496,0.0,0.008517,0.0355,0.0,0.008227,0.0343,0.0
mozilla-beta,3892497,1199,719,240,240,8641,0.811,0.0,20,0.182981,0.7624,0.0,0.0728,0.0,1.1935,4.973,0.0,0.011213,0.0467,0.0,0.007579,0.0316,0.0,0.007874,0.0328,0.0
mozilla-beta,3892499,1199,719,240,240,8641,0.7843,0.0,20,0.171181,0.7133,0.0,0.1124,0.0,1.1142,4.642,0.0,0.011454,0.0477,0.0,0.0079,0.0329,0.0,0.007972,0.0332,0.0
mozilla-beta,3892500,1199,719,240,240,8641,0.7963,0.0,20,0.149199,0.6217,0.0,0.1103,0.0,1.1553,4.814,0.0,0.011315,0.0471,0.0,0.007556,0.0315,0.0,0.007658,0.0319,0.0
mozilla-beta,3892502,1199,719,240,240,8641,0.7853,0.0,20,0.164705,0.6863,0.0,0.1018,0.0,1.1433,4.764,0.0,0.011733,0.0489,0.0,0.00952,0.0397,0.0,0.009869,0.0411,0.0
mozilla-beta,4169272,1184,710,237,237,8641,0.7839,48.0,20,0.157227,0.6634,0.0,0.1302,0.0,1.1108,4.687,0.0,0.011392,0.0481,0.0,0.007863,0.0332,0.0,0.007941,0.0335,0.0
mozilla-beta,4169276,1184,710,237,237,8641,0.7536,0.0,20,0.187882,0.7928,0.0,0.1828,0.0,1.0928,4.611,0.0,0.011155,0.0471,0.0,0.007817,0.033,0.0,0.007818,0.033,0.0
mozilla-beta,4169717,1184,710,237,237,8641,0.7853,0.0,20,0.149316,0.63,0.0,0.1579,0.0,1.0758,4.539,0.0,0.011534,0.0487,0.0,0.008005,0.0338,0.0,0.007864,0.0332,0.0
mozilla-beta,4169718,1184,710,237,237,8641,0.7679,0.0,20,0.166257,0.7015,0.0,0.1204,0.0,1.1717,4.944,0.0,0.01323,0.0558,0.0,0.009163,0.0387,0.0,0.009223,0.0389,0.0
mozilla-beta,4169719,1184,710,237,237,8641,0.8543,0.0,20,0.174397,0.7359,0.0,0.132,0.0,1.085,4.578,0.0,0.011355,0.0479,0.0,0.007815,0.033,0.0,0.008173,0.0345,0.0
mozilla-beta,4169720,1184,710,237,237,8641,0.7674,0.0,20,0.161328,0.6807,0.0,0.2017,0.0,1.2069,5.092,0.0,0.012315,0.052,0.0,0.008349,0.0352,0.0,0.008416,0.0355,0.0
mozilla-beta,4169722,1184,710,237,237,8641,0.8374,0.0,20,0.15972,0.6739,0.0,0.1517,0.0,1.4523,6.128,0.0,0.013315,0.0562,0.0,0.00916,0.0386,0.0,0.009425,0.0398,0.0
mozilla-beta,4169723,1184,710,237,237,8641,0.9492,0.0,20,0.193407,0.8161,0.0,0.249,0.0,1.2884,5.436,0.0,0.012141,0.0512,0.0,0.008545,0.0361,0.0,0.008486,0.0358,0.0
mozilla-beta,4169724,1184,710,237,237,8641,0.885,0.0,20,0.191277,0.8071,0.0,0.1711,0.0,1.1141,4.701,0.0,0.011481,0.0484,0.0,0.007891,0.0333,0.0,0.00804,0.0339,0.0
mozilla-beta,4169726,1184,710,237,237,8641,0.8092,0.0,20,0.172896,0.7295,0.0,0.187,0.0,1.1512,4.857,0.0,0.012353,0.0521,0.0,0.008465,0.0357,0.0,0.008525,0.036,0.0
mozilla-beta,4169728,1184,710,237,237,8641,0.8397,0.0,20,0.176289,0.7438,0.0,0.1682,0.0,1.1627,4.906,0.0,0.012205,0.0515,0.0,0.008157,0.0344,0.0,0.008406,0.0355,0.0
mozilla-beta,4169630,1157,694,231,232,8641,0.7736,0.0,20,0.165007,0.7112,0.0,0.0804,8.0,1.0864,4.683,0.0,0.013107,0.0565,4.0,0.007969,0.0343,0.0,0.00835,0.036,0.0
mozilla-beta,4169632,1157,694,231,232,8641,0.8642,0.0,20,0.192257,0.8287,0.0,0.1159,12.0,1.1833,5.1,0.0,0.011249,0.0485,0.0,0.00764,0.0329,0.0,0.0078,0.0336,0.0
mozilla-beta,4169769,1157,694,231,232,8641,0.8015,0.0,20,0.179122,0.7721,0.0,0.0927,4.0,1.1143,4.803,0.0,0.011218,0.0484,0.0,0.0076,0.0328,0.0,0.007948,0.0343,0.0
mozilla-beta,4169770,1157,694,231,232,8641,0.7759,0.0,20,0.15634,0.6739,0.0,0.0968,4.0,1.0985,4.735,0.0,0.011981,0.0516,0.0,0.008022,0.0346,0.0,0.008083,0.0348,0.0
mozilla-beta,4169771,1157,694,231,232,8641,0.7753,16.0,20,0.181242,0.7812,0.0,0.103,0.0,1.1152,4.807,0.0,0.011448,0.0493,0.0,0.007947,0.0343,0.0,0.007709,0.0332,0.0
mozilla-beta,4169772,1157,694,231,232,8641,0.7869,0.0,20,0.187506,0.8082,0.0,0.1112,0.0,1.1071,4.772,0.0,0.011493,0.0495,0.0,0.007955,0.0343,0.0,0.008027,0.0346,0.0
mozilla-beta,4169774,1157,694,231,232,8641,0.7719,0.0,20,0.165046,0.7114,0.0,0.1201,0.0,1.1971,5.16,0.0,0.012714,0.0548,0.0,0.008388,0.0362,0.0,0.008578,0.037,0.0
mozilla-beta,4167843,1148,689,230,229,8641,0.8615,1256.0,20,0.175654,0.767,0.0,0.1703,0.0,1.0873,4.748,0.0,0.011269,0.0492,0.0,0.007738,0.0338,0.0,0.007531,0.0329,0.0
mozilla-beta,4167847,1148,689,230,229,8641,0.7908,0.0,20,0.1673,0.7306,0.0,0.1056,0.0,1.1171,4.878,0.0,0.011318,0.0494,0.0,0.008114,0.0354,0.0,0.007864,0.0343,0.0
mozilla-beta,4167849,1148,689,230,229,8641,0.8121,0.0,20,0.170888,0.7462,0.0,0.0885,0.0,1.1437,4.994,0.0,0.011502,0.0502,0.0,0.007839,0.0342,0.0,0.007807,0.0341,0.0
mozilla-beta,4167990,1148,689,230,229,8641,0.7578,0.0,20,0.166229,0.7259,0.0,0.1372,0.0,1.0852,4.739,0.0,0.011211,0.049,0.0,0.007576,0.0331,0.0,0.007598,0.0332,0.0
mozilla-beta,4167991,1148,689,230,229,8641,0.8186,0.0,20,0.172311,0.7524,0.0,0.1723,0.0,1.0782,4.708,0.0,0.011674,0.051,0.0,0.008138,0.0355,0.0,0.008225,0.0359,0.0
mozilla-beta,4167993,1148,689,230,229,8641,0.8093,0.0,20,0.207112,0.9044,0.0,0.1905,0.0,1.1123,4.857,0.0,0.011781,0.0514,0.0,0.007801,0.0341,0.0,0.007921,0.0346,0.0
mozilla-beta,4167995,1148,689,230,229,8641,0.7504,0.0,20,0.177171,0.7737,0.0,0.203,0.0,1.115,4.869,0.0,0.011005,0.0481,0.0,0.007763,0.0339,0.0,0.007655,0.0334,0.0
mozilla-beta,4167996,1148,689,230,229,8641,0.7439,0.0,20,0.160187,0.6995,0.0,0.1034,0.0,1.1344,4.954,0.0,0.011502,0.0502,0.0,0.008053,0.0352,0.0,0.007965,0.0348,0.0
mozilla-beta,4167998,1148,689,230,229,8641,0.7776,0.0,20,0.167243,0.7303,0.0,0.0649,0.0,1.0875,4.749,0.0,0.011583,0.0506,0.0,0.007928,0.0346,0.0,0.007989,0.0349,0.0
mozilla-beta,4167999,1148,689,230,229,8641,0.8001,0.0,20,0.163995,0.7161,0.0,0.1238,0.0,1.1444,4.997,0.0,0.011418,0.0499,0.0,0.007865,0.0343,0.0,0.008209,0.0358,0.0
mozilla-beta,4168001,1148,689,230,229,8641,0.8095,0.0,20,0.155196,0.6777,0.0,0.11,0.0,1.1286,4.928,0.0,0.011307,0.0494,0.0,0.007797,0.034,0.0,0.008217,0.0359,0.0
mozilla-beta,3748528,1135,681,227,227,8641,0.7966,20.0,20,0.14942,0.6582,0.0,0.0585,0.0,1.0867,4.787,0.0,0.011488,0.0506,0.0,0.007727,0.034,0.0,0.007752,0.0341,0.0
mozilla-beta,1485517,1121,673,224,224,8641,0.7904,1752.0,20,0.170114,0.7594,0.0,0.0537,12.0,1.1292,5.041,0.0,0.015528,0.0693,0.0,0.010829,0.0483,0.0,0.010231,0.0457,0.0
mozilla-beta,4167772,1120,672,224,224,8641,0.8242,0.0,20,0.168953,0.7543,0.0,0.118,36.0,1.0917,4.874,0.0,0.011253,0.0502,0.0,0.007612,0.034,0.0,0.007768,0.0347,0.0
mozilla-beta,4168022,1120,672,224,224,8641,0.9096,16.0,20,0.163194,0.7285,0.0,0.097,0.0,1.1794,5.265,0.0,0.011922,0.0532,0.0,0.009311,0.0416,0.0,0.008141,0.0363,0.0
mozilla-beta,4168023,1120,672,224,224,8641,0.8228,0.0,20,0.148935,0.6649,0.0,0.1284,8.0,1.3394,5.98,0.0,0.013159,0.0587,0.0,0.008684,0.0388,0.0,0.008603,0.0384,0.0
mozilla-beta,4168024,1120,672,224,224,8641,1.0621,8.0,20,0.201477,0.8995,0.0,0.1426,0.0,1.3784,6.154,0.0,0.013638,0.0609,0.0,0.009483,0.0423,0.0,0.009164,0.0409,0.0
mozilla-beta,4168025,1120,672,224,224,8641,1.16,0.0,20,0.270625,1.2081,0.0,0.1807,0.0,1.2334,5.506,0.0,0.011512,0.0514,0.0,0.008121,0.0363,0.0,0.008088,0.0361,0.0
mozilla-beta,4168028,1120,672,224,224,8641,0.8069,0.0,20,0.179896,0.8031,0.0,0.0933,0.0,1.1173,4.988,0.0,0.011328,0.0506,0.0,0.007835,0.035,0.0,0.008055,0.036,0.0
mozilla-beta,4168029,1120,672,224,224,8641,0.8355,0.0,20,0.231251,1.0324,0.0,0.1343,0.0,1.1219,5.008,0.0,0.011138,0.0497,0.0,0.0076,0.0339,0.0,0.00776,0.0346,0.0
mozilla-beta,4168031,1120,672,224,224,8641,0.8043,0.0,20,0.148884,0.6647,0.0,0.1136,0.0,1.1183,4.992,0.0,0.011629,0.0519,0.0,0.007918,0.0354,0.0,0.007702,0.0344,0.0
mozilla-beta,4168033,1120,672,224,224,8641,0.7814,0.0,20,0.160968,0.7186,0.0,0.0917,0.0,1.3192,5.889,0.0,0.02995,0.1337,0.0,0.0133,0.0594,0.0,0.020257,0.0904,0.0
mozilla-beta,4169223,1099,659,220,220,8641,1.2746,0.0,20,0.171127,0.7778,0.0,0.3738,0.0,1.0244,4.656,0.0,0.010873,0.0494,0.0,0.007525,0.0342,0.0,0.007608,0.0346,0.0
mozilla-beta,4169225,1099,659,220,220,8641,0.7948,0.0,20,0.144765,0.658,0.0,0.3136,0.0,1.0086,4.585,0.0,0.011197,0.0509,0.0,0.007704,0.035,0.0,0.007796,0.0354,0.0
mozilla-beta,4169229,1099,659,220,220,8641,0.7894,0.0,20,0.154753,0.7034,0.0,0.0887,0.0,1.1677,5.308,0.0,0.011516,0.0523,0.0,0.007788,0.0354,0.0,0.008569,0.039,0.0
mozilla-beta,4169605,1099,659,220,220,8641,0.8398,0.0,20,0.156976,0.7135,0.0,0.2694,0.0,1.0176,4.625,0.0,0.011061,0.0503,0.0,0.007957,0.0362,0.0,0.007671,0.0349,0.0
mozilla-beta,4169606,1099,659,220,220,8641,0.8074,0.0,20,0.168631,0.7665,0.0,0.4269,0.0,1.0128,4.604,0.0,0.011258,0.0512,0.0,0.007592,0.0345,0.0,0.008098,0.0368,0.0
